month_year,geo_category,attraction_type,monthly_visits,gdp_per_capita,visa_free_score
2013-04-01,Indonesia_Attractions,History Museums,2.0,3200.0,74
2013-04-01,Indonesia_Attractions,Nature & Wildlife Areas,73.0,3200.0,74
2013-04-01,Indonesia_Attractions,Points of Interest & Landmarks,6.0,3200.0,74
2013-04-01,Indonesia_Attractions,Religious Sites,20.0,3200.0,74
2013-04-01,Indonesia_Attractions,Speciality Museums,1.0,3200.0,74
2013-04-01,Indonesia_Attractions,Volcanos,11.0,3200.0,74
2013-04-01,Indonesia_Attractions,Water Parks,62.0,3200.0,74
2013-04-01,Indonesia_Attractions,Waterfalls,1.0,3200.0,74
2013-05-01,Indonesia_Attractions,Ancient Ruins,1.0,3200.0,74
2013-05-01,Indonesia_Attractions,Ballets,1.0,3200.0,74
2013-05-01,Indonesia_Attractions,Beaches,27.0,3200.0,74
2013-05-01,Indonesia_Attractions,Flea & Street Markets,6.0,3200.0,74
2013-05-01,Indonesia_Attractions,Historic Sites,11.0,3200.0,74
2013-05-01,Indonesia_Attractions,History Museums,4.0,3200.0,74
2013-05-01,Indonesia_Attractions,Nature & Wildlife Areas,75.0,3200.0,74
2013-05-01,Indonesia_Attractions,Points of Interest & Landmarks,8.0,3200.0,74
2013-05-01,Indonesia_Attractions,Religious Sites,20.0,3200.0,74
2013-05-01,Indonesia_Attractions,Volcanos,25.0,3200.0,74
2013-05-01,Indonesia_Attractions,Water Parks,63.0,3200.0,74
2013-05-01,Indonesia_Attractions,Waterfalls,1.0,3200.0,74
2013-06-01,Indonesia_Attractions,Ancient Ruins,2.0,3200.0,74
2013-06-01,Indonesia_Attractions,Ballets,3.0,3200.0,74
2013-06-01,Indonesia_Attractions,Beaches,47.0,3200.0,74
2013-06-01,Indonesia_Attractions,Flea & Street Markets,6.0,3200.0,74
2013-06-01,Indonesia_Attractions,Historic Sites,9.0,3200.0,74
2013-06-01,Indonesia_Attractions,History Museums,2.0,3200.0,74
2013-06-01,Indonesia_Attractions,Nature & Wildlife Areas,95.0,3200.0,74
2013-06-01,Indonesia_Attractions,Points of Interest & Landmarks,6.0,3200.0,74
2013-06-01,Indonesia_Attractions,Religious Sites,21.0,3200.0,74
2013-06-01,Indonesia_Attractions,Volcanos,16.0,3200.0,74
2013-06-01,Indonesia_Attractions,Water Parks,50.0,3200.0,74
2013-07-01,Indonesia_Attractions,Ancient Ruins,5.0,3200.0,74
2013-07-01,Indonesia_Attractions,Ballets,1.0,3200.0,74
2013-07-01,Indonesia_Attractions,Beaches,35.0,3200.0,74
2013-07-01,Indonesia_Attractions,Flea & Street Markets,9.0,3200.0,74
2013-07-01,Indonesia_Attractions,Historic Sites,9.0,3200.0,74
2013-07-01,Indonesia_Attractions,History Museums,2.0,3200.0,74
2013-07-01,Indonesia_Attractions,Nature & Wildlife Areas,112.0,3200.0,74
2013-07-01,Indonesia_Attractions,Points of Interest & Landmarks,8.0,3200.0,74
2013-07-01,Indonesia_Attractions,Religious Sites,19.0,3200.0,74
2013-07-01,Indonesia_Attractions,Volcanos,29.0,3200.0,74
2013-07-01,Indonesia_Attractions,Water Parks,86.0,3200.0,74
2013-07-01,Indonesia_Attractions,Waterfalls,1.0,3200.0,74
2013-08-01,Indonesia_Attractions,Ancient Ruins,4.0,3200.0,74
2013-08-01,Indonesia_Attractions,Ballets,4.0,3200.0,74
2013-08-01,Indonesia_Attractions,Beaches,52.0,3200.0,74
2013-08-01,Indonesia_Attractions,Flea & Street Markets,1.0,3200.0,74
2013-08-01,Indonesia_Attractions,Historic Sites,7.0,3200.0,74
2013-08-01,Indonesia_Attractions,History Museums,7.0,3200.0,74
2013-08-01,Indonesia_Attractions,Nature & Wildlife Areas,89.0,3200.0,74
2013-08-01,Indonesia_Attractions,Points of Interest & Landmarks,10.0,3200.0,74
2013-08-01,Indonesia_Attractions,Religious Sites,31.0,3200.0,74
2013-08-01,Indonesia_Attractions,Speciality Museums,1.0,3200.0,74
2013-08-01,Indonesia_Attractions,Volcanos,10.0,3200.0,74
2013-08-01,Indonesia_Attractions,Water Parks,65.0,3200.0,74
2013-09-01,Indonesia_Attractions,Ancient Ruins,5.0,3200.0,74
2013-09-01,Indonesia_Attractions,Ballets,2.0,3200.0,74
2013-09-01,Indonesia_Attractions,Beaches,32.0,3200.0,74
2013-09-01,Indonesia_Attractions,Caverns & Caves,1.0,3200.0,74
2013-09-01,Indonesia_Attractions,Flea & Street Markets,2.0,3200.0,74
2013-09-01,Indonesia_Attractions,Historic Sites,7.0,3200.0,74
2013-09-01,Indonesia_Attractions,History Museums,9.0,3200.0,74
2013-09-01,Indonesia_Attractions,National Parks,2.0,3200.0,74
2013-09-01,Indonesia_Attractions,Nature & Wildlife Areas,88.0,3200.0,74
2013-09-01,Indonesia_Attractions,Points of Interest & Landmarks,5.0,3200.0,74
2013-09-01,Indonesia_Attractions,Religious Sites,27.0,3200.0,74
2013-09-01,Indonesia_Attractions,Spas,1.0,3200.0,74
2013-09-01,Indonesia_Attractions,Volcanos,19.0,3200.0,74
2013-09-01,Indonesia_Attractions,Water Parks,71.0,3200.0,74
2013-10-01,Indonesia_Attractions,Ancient Ruins,1.0,3200.0,74
2013-10-01,Indonesia_Attractions,Ballets,2.0,3200.0,74
2013-10-01,Indonesia_Attractions,Beaches,27.0,3200.0,74
2013-10-01,Indonesia_Attractions,Flea & Street Markets,3.0,3200.0,74
2013-10-01,Indonesia_Attractions,Historic Sites,3.0,3200.0,74
2013-10-01,Indonesia_Attractions,History Museums,4.0,3200.0,74
2013-10-01,Indonesia_Attractions,Nature & Wildlife Areas,89.0,3200.0,74
2013-10-01,Indonesia_Attractions,Points of Interest & Landmarks,9.0,3200.0,74
2013-10-01,Indonesia_Attractions,Religious Sites,27.0,3200.0,74
2013-10-01,Indonesia_Attractions,Volcanos,7.0,3200.0,74
2013-10-01,Indonesia_Attractions,Water Parks,87.0,3200.0,74
2013-10-01,Indonesia_Attractions,Waterfalls,2.0,3200.0,74
2013-11-01,Indonesia_Attractions,Ancient Ruins,3.0,3200.0,74
2013-11-01,Indonesia_Attractions,Ballets,2.0,3200.0,74
2013-11-01,Indonesia_Attractions,Beaches,17.0,3200.0,74
2013-11-01,Indonesia_Attractions,Flea & Street Markets,13.0,3200.0,74
2013-11-01,Indonesia_Attractions,Historic Sites,5.0,3200.0,74
2013-11-01,Indonesia_Attractions,History Museums,7.0,3200.0,74
2013-11-01,Indonesia_Attractions,National Parks,2.0,3200.0,74
2013-11-01,Indonesia_Attractions,Nature & Wildlife Areas,66.0,3200.0,74
2013-11-01,Indonesia_Attractions,Points of Interest & Landmarks,10.0,3200.0,74
2013-11-01,Indonesia_Attractions,Religious Sites,16.0,3200.0,74
2013-11-01,Indonesia_Attractions,Volcanos,20.0,3200.0,74
2013-11-01,Indonesia_Attractions,Water Parks,52.0,3200.0,74
2013-11-01,Indonesia_Attractions,Waterfalls,1.0,3200.0,74
2013-12-01,Indonesia_Attractions,Ancient Ruins,8.0,3200.0,74
2013-12-01,Indonesia_Attractions,Ballets,1.0,3200.0,74
2013-12-01,Indonesia_Attractions,Beaches,33.0,3200.0,74
2013-12-01,Indonesia_Attractions,Caverns & Caves,1.0,3200.0,74
2013-12-01,Indonesia_Attractions,Flea & Street Markets,6.0,3200.0,74
2013-12-01,Indonesia_Attractions,Historic Sites,18.0,3200.0,74
2013-12-01,Indonesia_Attractions,History Museums,13.0,3200.0,74
2013-12-01,Indonesia_Attractions,Nature & Wildlife Areas,85.0,3200.0,74
2013-12-01,Indonesia_Attractions,Points of Interest & Landmarks,10.0,3200.0,74
2013-12-01,Indonesia_Attractions,Religious Sites,20.0,3200.0,74
2013-12-01,Indonesia_Attractions,Spas,1.0,3200.0,74
2013-12-01,Indonesia_Attractions,Speciality Museums,1.0,3200.0,74
2013-12-01,Indonesia_Attractions,Volcanos,25.0,3200.0,74
2013-12-01,Indonesia_Attractions,Water Parks,65.0,3200.0,74
2013-12-01,Indonesia_Attractions,Waterfalls,1.0,3200.0,74
2014-01-01,Indonesia_Attractions,Ancient Ruins,1.0,3200.0,74
2014-01-01,Indonesia_Attractions,Ballets,2.0,3200.0,74
2014-01-01,Indonesia_Attractions,Beaches,50.0,3200.0,74
2014-01-01,Indonesia_Attractions,Flea & Street Markets,8.0,3200.0,74
2014-01-01,Indonesia_Attractions,Historic Sites,5.0,3200.0,74
2014-01-01,Indonesia_Attractions,History Museums,4.0,3200.0,74
2014-01-01,Indonesia_Attractions,Nature & Wildlife Areas,80.0,3200.0,74
2014-01-01,Indonesia_Attractions,Points of Interest & Landmarks,8.0,3200.0,74
2014-01-01,Indonesia_Attractions,Religious Sites,31.0,3200.0,74
2014-01-01,Indonesia_Attractions,Speciality Museums,1.0,3200.0,74
2014-01-01,Indonesia_Attractions,Volcanos,18.0,3200.0,74
2014-01-01,Indonesia_Attractions,Water Parks,68.0,3200.0,74
2014-02-01,Indonesia_Attractions,Ancient Ruins,1.0,3200.0,74
2014-02-01,Indonesia_Attractions,Ballets,1.0,3200.0,74
2014-02-01,Indonesia_Attractions,Beaches,36.0,3200.0,74
2014-02-01,Indonesia_Attractions,Flea & Street Markets,5.0,3200.0,74
2014-02-01,Indonesia_Attractions,Historic Sites,2.0,3200.0,74
2014-02-01,Indonesia_Attractions,History Museums,2.0,3200.0,74
2014-02-01,Indonesia_Attractions,Nature & Wildlife Areas,63.0,3200.0,74
2014-02-01,Indonesia_Attractions,Points of Interest & Landmarks,6.0,3200.0,74
2014-02-01,Indonesia_Attractions,Religious Sites,32.0,3200.0,74
2014-02-01,Indonesia_Attractions,Speciality Museums,1.0,3200.0,74
2014-02-01,Indonesia_Attractions,Volcanos,25.0,3200.0,74
2014-02-01,Indonesia_Attractions,Water Parks,52.0,3200.0,74
2014-02-01,Indonesia_Attractions,Waterfalls,4.0,3200.0,74
2014-03-01,Indonesia_Attractions,Ancient Ruins,2.0,3200.0,74
2014-03-01,Indonesia_Attractions,Ballets,3.0,3200.0,74
2014-03-01,Indonesia_Attractions,Beaches,50.0,3200.0,74
2014-03-01,Indonesia_Attractions,Flea & Street Markets,7.0,3200.0,74
2014-03-01,Indonesia_Attractions,Historic Sites,2.0,3200.0,74
2014-03-01,Indonesia_Attractions,History Museums,11.0,3200.0,74
2014-03-01,Indonesia_Attractions,National Parks,1.0,3200.0,74
2014-03-01,Indonesia_Attractions,Nature & Wildlife Areas,83.0,3200.0,74
2014-03-01,Indonesia_Attractions,Points of Interest & Landmarks,11.0,3200.0,74
2014-03-01,Indonesia_Attractions,Religious Sites,46.0,3200.0,74
2014-03-01,Indonesia_Attractions,Speciality Museums,2.0,3200.0,74
2014-03-01,Indonesia_Attractions,Volcanos,8.0,3200.0,74
2014-03-01,Indonesia_Attractions,Water Parks,48.0,3200.0,74
2014-03-01,Indonesia_Attractions,Waterfalls,4.0,3200.0,74
2014-04-01,Indonesia_Attractions,Ancient Ruins,7.0,3200.0,74
2014-04-01,Indonesia_Attractions,Ballets,5.0,3200.0,74
2014-04-01,Indonesia_Attractions,Beaches,40.0,3200.0,74
2014-04-01,Indonesia_Attractions,Caverns & Caves,1.0,3200.0,74
2014-04-01,Indonesia_Attractions,Flea & Street Markets,8.0,3200.0,74
2014-04-01,Indonesia_Attractions,Historic Sites,4.0,3200.0,74
2014-04-01,Indonesia_Attractions,History Museums,5.0,3200.0,74
2014-04-01,Indonesia_Attractions,National Parks,1.0,3200.0,74
2014-04-01,Indonesia_Attractions,Nature & Wildlife Areas,87.0,3200.0,74
2014-04-01,Indonesia_Attractions,Points of Interest & Landmarks,11.0,3200.0,74
2014-04-01,Indonesia_Attractions,Religious Sites,54.0,3200.0,74
2014-04-01,Indonesia_Attractions,Volcanos,25.0,3200.0,74
2014-04-01,Indonesia_Attractions,Water Parks,84.0,3200.0,74
2014-04-01,Indonesia_Attractions,Waterfalls,3.0,3200.0,74
2014-05-01,Indonesia_Attractions,Ancient Ruins,2.0,3200.0,74
2014-05-01,Indonesia_Attractions,Ballets,7.0,3200.0,74
2014-05-01,Indonesia_Attractions,Beaches,33.0,3200.0,74
2014-05-01,Indonesia_Attractions,Caverns & Caves,1.0,3200.0,74
2014-05-01,Indonesia_Attractions,Flea & Street Markets,14.0,3200.0,74
2014-05-01,Indonesia_Attractions,Historic Sites,9.0,3200.0,74
2014-05-01,Indonesia_Attractions,History Museums,6.0,3200.0,74
2014-05-01,Indonesia_Attractions,National Parks,4.0,3200.0,74
2014-05-01,Indonesia_Attractions,Nature & Wildlife Areas,100.0,3200.0,74
2014-05-01,Indonesia_Attractions,Points of Interest & Landmarks,18.0,3200.0,74
2014-05-01,Indonesia_Attractions,Religious Sites,30.0,3200.0,74
2014-05-01,Indonesia_Attractions,Volcanos,17.0,3200.0,74
2014-05-01,Indonesia_Attractions,Water Parks,86.0,3200.0,74
2014-05-01,Indonesia_Attractions,Waterfalls,2.0,3200.0,74
2014-06-01,Indonesia_Attractions,Ancient Ruins,2.0,3200.0,74
2014-06-01,Indonesia_Attractions,Ballets,6.0,3200.0,74
2014-06-01,Indonesia_Attractions,Beaches,56.0,3200.0,74
2014-06-01,Indonesia_Attractions,Caverns & Caves,2.0,3200.0,74
2014-06-01,Indonesia_Attractions,Flea & Street Markets,2.0,3200.0,74
2014-06-01,Indonesia_Attractions,Historic Sites,2.0,3200.0,74
2014-06-01,Indonesia_Attractions,History Museums,9.0,3200.0,74
2014-06-01,Indonesia_Attractions,National Parks,1.0,3200.0,74
2014-06-01,Indonesia_Attractions,Nature & Wildlife Areas,106.0,3200.0,74
2014-06-01,Indonesia_Attractions,Points of Interest & Landmarks,34.0,3200.0,74
2014-06-01,Indonesia_Attractions,Religious Sites,49.0,3200.0,74
2014-06-01,Indonesia_Attractions,Volcanos,7.0,3200.0,74
2014-06-01,Indonesia_Attractions,Water Parks,99.0,3200.0,74
2014-07-01,Indonesia_Attractions,Ancient Ruins,3.0,3200.0,74
2014-07-01,Indonesia_Attractions,Ballets,3.0,3200.0,74
2014-07-01,Indonesia_Attractions,Beaches,55.0,3200.0,74
2014-07-01,Indonesia_Attractions,Flea & Street Markets,7.0,3200.0,74
2014-07-01,Indonesia_Attractions,Historic Sites,10.0,3200.0,74
2014-07-01,Indonesia_Attractions,History Museums,3.0,3200.0,74
2014-07-01,Indonesia_Attractions,National Parks,3.0,3200.0,74
2014-07-01,Indonesia_Attractions,Nature & Wildlife Areas,148.0,3200.0,74
2014-07-01,Indonesia_Attractions,Points of Interest & Landmarks,20.0,3200.0,74
2014-07-01,Indonesia_Attractions,Religious Sites,69.0,3200.0,74
2014-07-01,Indonesia_Attractions,Volcanos,10.0,3200.0,74
2014-07-01,Indonesia_Attractions,Water Parks,153.0,3200.0,74
2014-07-01,Indonesia_Attractions,Waterfalls,2.0,3200.0,74
2014-08-01,Indonesia_Attractions,Ancient Ruins,8.0,3200.0,74
2014-08-01,Indonesia_Attractions,Ballets,5.0,3200.0,74
2014-08-01,Indonesia_Attractions,Beaches,66.0,3200.0,74
2014-08-01,Indonesia_Attractions,Caverns & Caves,2.0,3200.0,74
2014-08-01,Indonesia_Attractions,Flea & Street Markets,11.0,3200.0,74
2014-08-01,Indonesia_Attractions,Historic Sites,6.0,3200.0,74
2014-08-01,Indonesia_Attractions,History Museums,13.0,3200.0,74
2014-08-01,Indonesia_Attractions,National Parks,14.0,3200.0,74
2014-08-01,Indonesia_Attractions,Nature & Wildlife Areas,169.0,3200.0,74
2014-08-01,Indonesia_Attractions,Points of Interest & Landmarks,33.0,3200.0,74
2014-08-01,Indonesia_Attractions,Religious Sites,58.0,3200.0,74
2014-08-01,Indonesia_Attractions,Speciality Museums,1.0,3200.0,74
2014-08-01,Indonesia_Attractions,Volcanos,29.0,3200.0,74
2014-08-01,Indonesia_Attractions,Water Parks,116.0,3200.0,74
2014-09-01,Indonesia_Attractions,Ancient Ruins,8.0,3200.0,74
2014-09-01,Indonesia_Attractions,Ballets,4.0,3200.0,74
2014-09-01,Indonesia_Attractions,Beaches,67.0,3200.0,74
2014-09-01,Indonesia_Attractions,Flea & Street Markets,7.0,3200.0,74
2014-09-01,Indonesia_Attractions,Historic Sites,3.0,3200.0,74
2014-09-01,Indonesia_Attractions,History Museums,3.0,3200.0,74
2014-09-01,Indonesia_Attractions,National Parks,3.0,3200.0,74
2014-09-01,Indonesia_Attractions,Nature & Wildlife Areas,175.0,3200.0,74
2014-09-01,Indonesia_Attractions,Points of Interest & Landmarks,55.0,3200.0,74
2014-09-01,Indonesia_Attractions,Religious Sites,62.0,3200.0,74
2014-09-01,Indonesia_Attractions,Speciality Museums,2.0,3200.0,74
2014-09-01,Indonesia_Attractions,Volcanos,15.0,3200.0,74
2014-09-01,Indonesia_Attractions,Water Parks,123.0,3200.0,74
2014-09-01,Indonesia_Attractions,Waterfalls,3.0,3200.0,74
2014-10-01,Indonesia_Attractions,Ancient Ruins,4.0,3200.0,74
2014-10-01,Indonesia_Attractions,Ballets,3.0,3200.0,74
2014-10-01,Indonesia_Attractions,Beaches,75.0,3200.0,74
2014-10-01,Indonesia_Attractions,Caverns & Caves,1.0,3200.0,74
2014-10-01,Indonesia_Attractions,Flea & Street Markets,7.0,3200.0,74
2014-10-01,Indonesia_Attractions,Historic Sites,4.0,3200.0,74
2014-10-01,Indonesia_Attractions,History Museums,4.0,3200.0,74
2014-10-01,Indonesia_Attractions,National Parks,5.0,3200.0,74
2014-10-01,Indonesia_Attractions,Nature & Wildlife Areas,153.0,3200.0,74
2014-10-01,Indonesia_Attractions,Points of Interest & Landmarks,42.0,3200.0,74
2014-10-01,Indonesia_Attractions,Religious Sites,61.0,3200.0,74
2014-10-01,Indonesia_Attractions,Speciality Museums,1.0,3200.0,74
2014-10-01,Indonesia_Attractions,Volcanos,19.0,3200.0,74
2014-10-01,Indonesia_Attractions,Water Parks,116.0,3200.0,74
2014-10-01,Indonesia_Attractions,Waterfalls,4.0,3200.0,74
2014-11-01,Indonesia_Attractions,Ancient Ruins,2.0,3200.0,74
2014-11-01,Indonesia_Attractions,Ballets,1.0,3200.0,74
2014-11-01,Indonesia_Attractions,Beaches,53.0,3200.0,74
2014-11-01,Indonesia_Attractions,Flea & Street Markets,10.0,3200.0,74
2014-11-01,Indonesia_Attractions,Historic Sites,5.0,3200.0,74
2014-11-01,Indonesia_Attractions,History Museums,4.0,3200.0,74
2014-11-01,Indonesia_Attractions,National Parks,4.0,3200.0,74
2014-11-01,Indonesia_Attractions,Nature & Wildlife Areas,154.0,3200.0,74
2014-11-01,Indonesia_Attractions,Points of Interest & Landmarks,34.0,3200.0,74
2014-11-01,Indonesia_Attractions,Religious Sites,97.0,3200.0,74
2014-11-01,Indonesia_Attractions,Spas,1.0,3200.0,74
2014-11-01,Indonesia_Attractions,Speciality Museums,2.0,3200.0,74
2014-11-01,Indonesia_Attractions,Volcanos,23.0,3200.0,74
2014-11-01,Indonesia_Attractions,Water Parks,78.0,3200.0,74
2014-11-01,Indonesia_Attractions,Waterfalls,5.0,3200.0,74
2014-12-01,Indonesia_Attractions,Ancient Ruins,1.0,3200.0,74
2014-12-01,Indonesia_Attractions,Ballets,6.0,3200.0,74
2014-12-01,Indonesia_Attractions,Beaches,89.0,3200.0,74
2014-12-01,Indonesia_Attractions,Flea & Street Markets,12.0,3200.0,74
2014-12-01,Indonesia_Attractions,Historic Sites,9.0,3200.0,74
2014-12-01,Indonesia_Attractions,History Museums,13.0,3200.0,74
2014-12-01,Indonesia_Attractions,National Parks,4.0,3200.0,74
2014-12-01,Indonesia_Attractions,Nature & Wildlife Areas,100.0,3200.0,74
2014-12-01,Indonesia_Attractions,Points of Interest & Landmarks,35.0,3200.0,74
2014-12-01,Indonesia_Attractions,Religious Sites,112.0,3200.0,74
2014-12-01,Indonesia_Attractions,Speciality Museums,2.0,3200.0,74
2014-12-01,Indonesia_Attractions,Volcanos,22.0,3200.0,74
2014-12-01,Indonesia_Attractions,Water Parks,55.0,3200.0,74
2014-12-01,Indonesia_Attractions,Waterfalls,6.0,3200.0,74
2015-01-01,Indonesia_Attractions,Ancient Ruins,3.0,3200.0,74
2015-01-01,Indonesia_Attractions,Beaches,88.0,3200.0,74
2015-01-01,Indonesia_Attractions,Caverns & Caves,1.0,3200.0,74
2015-01-01,Indonesia_Attractions,Flea & Street Markets,3.0,3200.0,74
2015-01-01,Indonesia_Attractions,Historic Sites,1.0,3200.0,74
2015-01-01,Indonesia_Attractions,History Museums,1.0,3200.0,74
2015-01-01,Indonesia_Attractions,National Parks,1.0,3200.0,74
2015-01-01,Indonesia_Attractions,Nature & Wildlife Areas,47.0,3200.0,74
2015-01-01,Indonesia_Attractions,Points of Interest & Landmarks,35.0,3200.0,74
2015-01-01,Indonesia_Attractions,Religious Sites,84.0,3200.0,74
2015-01-01,Indonesia_Attractions,Volcanos,12.0,3200.0,74
2015-01-01,Indonesia_Attractions,Water Parks,37.0,3200.0,74
2015-01-01,Indonesia_Attractions,Waterfalls,8.0,3200.0,74
2015-02-01,Indonesia_Attractions,Ancient Ruins,15.0,3200.0,74
2015-02-01,Indonesia_Attractions,Ballets,2.0,3200.0,74
2015-02-01,Indonesia_Attractions,Beaches,65.0,3200.0,74
2015-02-01,Indonesia_Attractions,Caverns & Caves,3.0,3200.0,74
2015-02-01,Indonesia_Attractions,Flea & Street Markets,4.0,3200.0,74
2015-02-01,Indonesia_Attractions,Historic Sites,5.0,3200.0,74
2015-02-01,Indonesia_Attractions,History Museums,2.0,3200.0,74
2015-02-01,Indonesia_Attractions,National Parks,5.0,3200.0,74
2015-02-01,Indonesia_Attractions,Nature & Wildlife Areas,54.0,3200.0,74
2015-02-01,Indonesia_Attractions,Points of Interest & Landmarks,26.0,3200.0,74
2015-02-01,Indonesia_Attractions,Religious Sites,122.0,3200.0,74
2015-02-01,Indonesia_Attractions,Speciality Museums,1.0,3200.0,74
2015-02-01,Indonesia_Attractions,Volcanos,19.0,3200.0,74
2015-02-01,Indonesia_Attractions,Water Parks,20.0,3200.0,74
2015-02-01,Indonesia_Attractions,Waterfalls,4.0,3200.0,74
2015-03-01,Indonesia_Attractions,Ancient Ruins,8.0,3200.0,74
2015-03-01,Indonesia_Attractions,Beaches,38.0,3200.0,74
2015-03-01,Indonesia_Attractions,Caverns & Caves,4.0,3200.0,74
2015-03-01,Indonesia_Attractions,Flea & Street Markets,9.0,3200.0,74
2015-03-01,Indonesia_Attractions,Historic Sites,7.0,3200.0,74
2015-03-01,Indonesia_Attractions,History Museums,4.0,3200.0,74
2015-03-01,Indonesia_Attractions,National Parks,4.0,3200.0,74
2015-03-01,Indonesia_Attractions,Nature & Wildlife Areas,48.0,3200.0,74
2015-03-01,Indonesia_Attractions,Points of Interest & Landmarks,30.0,3200.0,74
2015-03-01,Indonesia_Attractions,Religious Sites,114.0,3200.0,74
2015-03-01,Indonesia_Attractions,Spas,1.0,3200.0,74
2015-03-01,Indonesia_Attractions,Speciality Museums,1.0,3200.0,74
2015-03-01,Indonesia_Attractions,Volcanos,23.0,3200.0,74
2015-03-01,Indonesia_Attractions,Water Parks,23.0,3200.0,74
2015-03-01,Indonesia_Attractions,Waterfalls,1.0,3200.0,74
2015-04-01,Indonesia_Attractions,Ancient Ruins,6.0,3200.0,74
2015-04-01,Indonesia_Attractions,Ballets,1.0,3200.0,74
2015-04-01,Indonesia_Attractions,Beaches,55.0,3200.0,74
2015-04-01,Indonesia_Attractions,Caverns & Caves,2.0,3200.0,74
2015-04-01,Indonesia_Attractions,Flea & Street Markets,9.0,3200.0,74
2015-04-01,Indonesia_Attractions,Historic Sites,14.0,3200.0,74
2015-04-01,Indonesia_Attractions,History Museums,5.0,3200.0,74
2015-04-01,Indonesia_Attractions,National Parks,4.0,3200.0,74
2015-04-01,Indonesia_Attractions,Nature & Wildlife Areas,70.0,3200.0,74
2015-04-01,Indonesia_Attractions,Points of Interest & Landmarks,43.0,3200.0,74
2015-04-01,Indonesia_Attractions,Religious Sites,131.0,3200.0,74
2015-04-01,Indonesia_Attractions,Volcanos,16.0,3200.0,74
2015-04-01,Indonesia_Attractions,Water Parks,33.0,3200.0,74
2015-04-01,Indonesia_Attractions,Waterfalls,1.0,3200.0,74
2015-05-01,Indonesia_Attractions,Ancient Ruins,5.0,3200.0,74
2015-05-01,Indonesia_Attractions,Ballets,2.0,3200.0,74
2015-05-01,Indonesia_Attractions,Beaches,112.0,3200.0,74
2015-05-01,Indonesia_Attractions,Caverns & Caves,3.0,3200.0,74
2015-05-01,Indonesia_Attractions,Flea & Street Markets,8.0,3200.0,74
2015-05-01,Indonesia_Attractions,Historic Sites,8.0,3200.0,74
2015-05-01,Indonesia_Attractions,History Museums,8.0,3200.0,74
2015-05-01,Indonesia_Attractions,National Parks,10.0,3200.0,74
2015-05-01,Indonesia_Attractions,Nature & Wildlife Areas,92.0,3200.0,74
2015-05-01,Indonesia_Attractions,Points of Interest & Landmarks,68.0,3200.0,74
